SnapshotDate,PortefeuilleID,InstrumentID,Quantite,PrixRevientUnitaire,PrixMarcheUnitaire,ValeurAchat_EUR,ValeurMarche_EUR,PnL_EUR,PnL_pct,PoidsPortefeuille_pct,Devise
2022-01-31,PF00131,INST001,706.83,104.8003,121.937,74076.0,86188.73,12112.73,16.35,39.91,EUR
2022-01-31,PF00123,INST014,318.7,63.4933,62.5252,20235.31,19926.78,-308.53,-1.52,4.42,EUR
2022-01-31,PF00123,INST010,11.35,310.6941,393.0436,3526.38,4461.04,934.66,26.5,0.99,EUR
2022-01-31,PF00123,INST011,808.61,365.9572,382.28,295916.65,309115.43,13198.78,4.46,68.59,EUR
2022-01-31,PF00123,INST001,302.95,336.1349,352.3371,101832.07,106740.52,4908.45,4.82,23.69,EUR
2022-01-31,PF00123,INST005,220.55,57.6233,47.134,12708.82,10395.4,-2313.42,-18.2,2.31,EUR
2022-01-31,PF00035,INST013,479.06,381.2281,323.7019,182631.13,155072.63,-27558.5,-15.09,27.33,EUR
2022-01-31,PF00035,INST007,334.84,391.8508,446.6191,131207.32,149545.94,18338.62,13.98,26.35,EUR
2022-01-31,PF00035,INST005,792.65,209.2479,193.3501,165860.35,153258.96,-12601.39,-7.6,27.01,EUR
2022-01-31,PF00035,INST006,230.26,350.248,476.0863,80648.1,109623.63,28975.53,35.93,19.32,EUR
2022-01-31,PF00080,INST005,617.3,389.3517,405.8429,240346.8,250526.82,10180.02,4.24,42.48,EUR
2022-01-31,PF00080,INST010,608.23,130.3847,149.3554,79303.89,90842.43,11538.54,14.55,15.4,EUR
2022-01-31,PF00080,INST011,710.94,187.6145,258.9616,133382.65,184106.16,50723.51,38.03,31.22,EUR
2022-01-31,PF00080,INST014,618.72,81.1366,103.8778,50200.84,64271.27,14070.43,28.03,10.9,EUR
2022-01-31,PF00097,INST005,231.91,199.3196,254.3103,46224.21,58977.1,12752.89,27.59,13.54,EUR
2022-01-31,PF00097,INST002,357.09,379.1061,457.5185,135375.0,163375.28,28000.28,20.68,37.5,EUR
2022-01-31,PF00097,INST001,560.96,171.689,232.0461,96310.66,130168.58,33857.92,35.15,29.88,EUR
2022-01-31,PF00097,INST007,402.61,80.6562,104.3478,32472.99,42011.47,9538.48,29.37,9.64,EUR
2022-01-31,PF00097,INST013,90.4,398.7578,455.2476,36047.71,41154.38,5106.67,14.17,9.45,EUR
2022-01-31,PF00025,INST005,174.09,129.0508,99.9297,22466.45,17396.76,-5069.69,-22.57,7.4,EUR
2022-01-31,PF00025,INST007,931.71,57.4614,53.5876,53537.36,49928.1,-3609.26,-6.74,21.24,EUR
2022-01-31,PF00025,INST013,297.69,232.3688,244.3408,69173.87,72737.81,3563.94,5.15,30.95,EUR
2022-01-31,PF00025,INST002,307.31,246.5007,309.0338,75752.13,94969.18,19217.05,25.37,40.41,EUR
2022-01-31,PF00101,INST014,521.6,213.554,284.8424,111389.77,148573.8,37184.03,33.38,19.24,EUR
2022-01-31,PF00101,INST009,253.99,332.8433,255.1176,84538.87,64797.32,-19741.55,-23.35,8.39,EUR
2022-01-31,PF00101,INST010,63.02,362.2118,459.5222,22826.59,28959.09,6132.5,26.87,3.75,EUR
2022-01-31,PF00101,INST005,13.89,75.1356,80.101,1043.63,1112.6,68.97,6.61,0.14,EUR
2022-01-31,PF00101,INST015,956.2,351.5679,413.0914,336169.23,394998.0,58828.77,17.5,51.15,EUR
2022-01-31,PF00101,INST012,320.07,367.6086,418.0029,117660.48,133790.19,16129.71,13.71,17.33,EUR
2022-01-31,PF00055,INST014,532.53,88.7268,117.5833,47249.68,62616.63,15366.95,32.52,12.26,EUR
2022-01-31,PF00055,INST001,447.93,250.807,311.8229,112343.98,139674.83,27330.85,24.33,27.35,EUR
2022-01-31,PF00055,INST008,833.83,397.4452,369.9105,331401.73,308442.47,-22959.26,-6.93,60.39,EUR
2022-01-31,PF00004,INST003,275.37,152.8036,208.4438,42077.53,57399.17,15321.64,36.41,27.17,EUR
2022-01-31,PF00004,INST002,812.05,166.9657,189.4638,135584.5,153854.08,18269.58,13.47,72.83,EUR
2022-01-31,PF00052,INST005,665.36,156.0633,174.3257,103838.28,115989.35,12151.07,11.7,15.34,EUR
2022-01-31,PF00052,INST004,413.09,295.4654,287.3661,122053.8,118708.06,-3345.74,-2.74,15.7,EUR
2022-01-31,PF00052,INST014,940.72,130.0841,180.9034,122372.71,170179.45,47806.74,39.07,22.51,EUR
2022-01-31,PF00052,INST013,485.24,287.8971,369.0994,139699.19,179101.79,39402.6,28.21,23.69,EUR
2022-01-31,PF00052,INST011,729.62,176.0676,235.8366,128462.44,172071.1,43608.66,33.95,22.76,EUR
2022-01-31,PF00073,INST005,697.78,254.9833,221.0891,177922.25,154271.55,-23650.7,-13.29,41.19,EUR
2022-01-31,PF00073,INST010,630.24,392.9814,349.5128,247672.6,220276.95,-27395.65,-11.06,58.81,EUR
2022-01-31,PF00064,INST012,651.12,209.7267,171.4406,136557.25,111628.4,-24928.85,-18.26,10.62,EUR
2022-01-31,PF00064,INST002,459.89,386.5352,508.2492,177763.67,233738.72,55975.05,31.49,22.23,EUR
2022-01-31,PF00064,INST015,765.72,293.0647,249.281,224405.5,190879.45,-33526.05,-14.94,18.15,EUR
2022-01-31,PF00064,INST010,511.5,301.1799,255.6878,154053.52,130784.31,-23269.21,-15.1,12.44,EUR
2022-01-31,PF00064,INST008,919.07,327.4729,418.3996,300970.52,384538.52,83568.0,27.77,36.57,EUR
2022-01-31,PF00057,INST014,970.05,135.2605,156.1078,131209.45,151432.37,20222.92,15.41,19.04,EUR
2022-01-31,PF00057,INST009,867.1,280.5986,281.2196,243307.05,243845.52,538.47,0.22,30.66,EUR
2022-01-31,PF00057,INST007,458.7,82.3711,99.3265,37783.62,45561.07,7777.45,20.58,5.73,EUR
2022-01-31,PF00057,INST006,991.12,385.6356,357.7779,382211.16,354600.83,-27610.33,-7.22,44.58,EUR
2022-01-31,PF00016,INST013,486.79,263.1353,272.6626,128091.63,132729.43,4637.8,3.62,50.89,EUR
2022-01-31,PF00016,INST002,43.04,52.0523,51.3493,2240.33,2210.07,-30.26,-1.35,0.85,EUR
2022-01-31,PF00016,INST015,644.67,217.1918,195.2222,140017.04,125853.9,-14163.14,-10.12,48.26,EUR
2022-01-31,PF00008,INST008,882.03,92.5023,77.5688,81589.8,68418.01,-13171.79,-16.14,19.69,EUR
2022-01-31,PF00008,INST010,34.25,294.1201,332.8972,10073.61,11401.73,1328.12,13.18,3.28,EUR
2022-01-31,PF00008,INST003,616.23,377.062,373.7236,232356.92,230299.69,-2057.23,-0.89,66.29,EUR
2022-01-31,PF00008,INST002,270.34,155.7909,137.9695,42116.51,37298.67,-4817.84,-11.44,10.74,EUR
2022-01-31,PF00129,INST009,939.28,281.9176,326.5888,264799.56,306758.33,41958.77,15.85,27.85,EUR
2022-01-31,PF00129,INST012,334.38,220.0992,286.2436,73596.77,95714.13,22117.36,30.05,8.69,EUR
2022-01-31,PF00129,INST010,238.47,301.0716,274.833,71796.54,65539.43,-6257.11,-8.72,5.95,EUR
2022-01-31,PF00129,INST008,141.0,293.4636,407.4515,41378.37,57450.66,16072.29,38.84,5.22,EUR
2022-01-31,PF00129,INST001,727.06,394.9476,398.2637,287150.6,289561.61,2411.01,0.84,26.29,EUR
2022-01-31,PF00129,INST002,749.89,387.7076,382.0375,290738.05,286486.1,-4251.95,-1.46,26.01,EUR
2022-01-31,PF00075,INST010,64.21,58.3488,78.8027,3746.58,5059.92,1313.34,35.05,7.18,EUR
2022-01-31,PF00075,INST014,395.54,68.7586,53.7102,27196.78,21244.53,-5952.25,-21.89,30.14,EUR
2022-01-31,PF00075,INST011,89.4,385.447,494.2821,34458.96,44188.82,9729.86,28.24,62.69,EUR
2022-01-31,PF00011,INST002,333.44,75.8299,60.3431,25284.72,20120.8,-5163.92,-20.42,24.06,EUR
2022-01-31,PF00011,INST014,589.57,117.3843,107.7177,69206.26,63507.12,-5699.14,-8.24,75.94,EUR
2022-01-31,PF00038,INST013,519.13,98.7603,79.7013,51269.43,41375.34,-9894.09,-19.3,9.67,EUR
2022-01-31,PF00038,INST012,238.68,66.4076,81.742,15850.17,19510.18,3660.01,23.09,4.56,EUR
2022-01-31,PF00038,INST010,516.87,279.302,244.5544,144362.82,126402.83,-17959.99,-12.44,29.54,EUR
2022-01-31,PF00038,INST011,855.16,283.1033,281.42,242098.62,240659.13,-1439.49,-0.59,56.24,EUR
2022-01-31,PF00029,INST010,854.17,217.325,190.7717,185632.5,162951.46,-22681.04,-12.22,22.75,EUR
2022-01-31,PF00029,INST001,932.85,75.7517,69.7978,70664.97,65110.88,-5554.09,-7.86,9.09,EUR
2022-01-31,PF00029,INST013,269.78,93.7041,111.468,25279.49,30071.84,4792.35,18.96,4.2,EUR
2022-01-31,PF00029,INST011,944.5,213.1714,246.9086,201340.39,233205.17,31864.78,15.83,32.56,EUR
2022-01-31,PF00029,INST012,631.85,194.4422,259.7124,122858.3,164099.28,41240.98,33.57,22.91,EUR
2022-01-31,PF00029,INST009,369.17,160.9535,164.5499,59419.2,60746.89,1327.69,2.23,8.48,EUR
2022-01-31,PF00041,INST003,880.0,57.3469,50.9619,50465.27,44846.47,-5618.8,-11.13,11.55,EUR
2022-01-31,PF00041,INST015,90.8,304.5323,307.1095,27651.53,27885.54,234.01,0.85,7.18,EUR
2022-01-31,PF00041,INST002,294.55,218.2423,172.6373,64283.27,50850.32,-13432.95,-20.9,13.1,EUR
2022-01-31,PF00041,INST009,633.4,391.1616,350.1576,247761.76,221789.82,-25971.94,-10.48,57.13,EUR
2022-01-31,PF00041,INST012,38.77,116.3542,107.0655,4511.05,4150.93,-360.12,-7.98,1.07,EUR
2022-01-31,PF00041,INST014,125.2,269.727,308.8126,33769.82,38663.34,4893.52,14.49,9.96,EUR
2022-01-31,PF00021,INST009,595.14,194.8395,204.6958,115956.78,121822.66,5865.88,5.06,15.13,EUR
2022-01-31,PF00021,INST004,281.18,342.8104,289.9395,96391.43,81525.19,-14866.24,-15.42,10.13,EUR
2022-01-31,PF00021,INST006,783.74,283.2488,343.7114,221993.41,269380.37,47386.96,21.35,33.46,EUR
2022-01-31,PF00021,INST011,736.83,280.5062,388.6083,206685.38,286338.25,79652.87,38.54,35.57,EUR
2022-01-31,PF00021,INST010,148.51,364.8947,309.055,54190.51,45897.76,-8292.75,-15.3,5.7,EUR
2022-01-31,PF00079,INST013,889.18,134.1399,151.4524,119274.52,134668.45,15393.93,12.91,15.78,EUR
2022-01-31,PF00079,INST008,608.96,268.6162,257.4877,163576.52,156799.71,-6776.81,-4.14,18.38,EUR
2022-01-31,PF00079,INST002,861.48,377.6988,360.1222,325379.96,310238.07,-15141.89,-4.65,36.36,EUR
2022-01-31,PF00079,INST003,907.93,195.066,178.9186,177106.27,162445.56,-14660.71,-8.28,19.04,EUR
2022-01-31,PF00079,INST007,308.27,232.0827,288.7291,71544.13,89006.52,17462.39,24.41,10.43,EUR
2022-01-31,PF00040,INST013,434.91,296.2161,326.5438,128827.34,142017.16,13189.82,10.24,34.87,EUR
2022-01-31,PF00040,INST012,512.22,355.2379,470.5005,181959.96,240999.77,59039.81,32.45,59.17,EUR
2022-01-31,PF00040,INST011,83.64,324.1038,289.9646,27108.04,24252.64,-2855.4,-10.53,5.95,EUR
2022-01-31,PF00140,INST007,34.07,297.6364,227.9714,10140.47,7766.99,-2373.48,-23.41,4.64,EUR
2022-01-31,PF00140,INST005,566.31,217.616,282.1592,123238.12,159789.58,36551.46,29.66,95.36,EUR
2022-01-31,PF00124,INST012,663.33,292.9882,366.5576,194347.86,243148.65,48800.79,25.11,39.19,EUR
2022-01-31,PF00124,INST006,910.75,294.5102,252.8325,268225.16,230267.2,-37957.96,-14.15,37.12,EUR
2022-01-31,PF00124,INST010,486.67,217.6182,249.4639,105908.25,121406.6,15498.35,14.63,19.57,EUR
2022-01-31,PF00124,INST011,180.01,174.7158,142.1627,31450.59,25590.71,-5859.88,-18.63,4.12,EUR
2022-01-31,PF00003,INST001,273.78,186.5607,168.4638,51076.59,46122.02,-4954.57,-9.7,19.98,EUR
2022-01-31,PF00003,INST012,176.62,194.3597,257.7425,34327.81,45522.48,11194.67,32.61,19.72,EUR
2022-01-31,PF00003,INST014,966.96,188.3444,144.0113,182121.5,139253.17,-42868.33,-23.54,60.31,EUR
2022-01-31,PF00063,INST004,303.99,237.3156,179.0223,72141.57,54420.99,-17720.58,-24.56,16.2,EUR
2022-01-31,PF00063,INST006,626.26,170.6452,196.6683,106868.26,123165.49,16297.23,15.25,36.66,EUR
2022-01-31,PF00063,INST009,572.1,221.3971,276.794,126661.28,158353.85,31692.57,25.02,47.14,EUR
2022-01-31,PF00089,INST015,832.27,391.8611,511.0906,326134.24,425365.37,99231.13,30.43,44.6,EUR
2022-01-31,PF00089,INST013,322.69,171.1898,191.1867,55241.24,61694.04,6452.8,11.68,6.47,EUR
2022-01-31,PF00089,INST010,647.06,101.1171,123.1482,65428.83,79684.27,14255.44,21.79,8.35,EUR
2022-01-31,PF00089,INST004,276.74,79.8684,63.2441,22102.78,17502.17,-4600.61,-20.81,1.84,EUR
2022-01-31,PF00089,INST014,678.66,395.6737,544.4723,268527.91,369511.57,100983.66,37.61,38.74,EUR
2022-01-31,PF00092,INST001,156.93,174.3012,239.2453,27353.09,37544.76,10191.67,37.26,9.77,EUR
2022-01-31,PF00092,INST004,468.39,200.881,164.1633,94090.65,76892.45,-17198.2,-18.28,20.0,EUR
2022-01-31,PF00092,INST012,371.12,244.4638,299.3909,90725.41,111109.95,20384.54,22.47,28.9,EUR
2022-01-31,PF00092,INST009,168.76,122.798,155.6727,20723.39,26271.32,5547.93,26.77,6.83,EUR
2022-01-31,PF00092,INST007,547.61,176.5228,242.111,96665.65,132582.4,35916.75,37.16,34.49,EUR
2022-01-31,PF00036,INST012,702.43,252.3128,216.4802,177232.08,152062.19,-25169.89,-14.2,71.79,EUR
2022-01-31,PF00036,INST009,260.22,273.1228,229.5747,71072.02,59739.93,-11332.09,-15.94,28.21,EUR
2022-01-31,PF00014,INST004,889.1,289.0332,314.788,256979.42,279878.01,22898.59,8.91,38.35,EUR
2022-01-31,PF00014,INST014,210.7,110.1177,114.1805,23201.8,24057.83,856.03,3.69,3.3,EUR
2022-01-31,PF00014,INST003,719.11,393.5565,490.223,283010.41,352524.26,69513.85,24.56,48.31,EUR
2022-01-31,PF00014,INST002,297.7,172.1275,149.67,51242.36,44556.76,-6685.6,-13.05,6.11,EUR
2022-01-31,PF00014,INST001,477.22,52.3042,60.211,24960.61,28733.89,3773.28,15.12,3.94,EUR
2022-01-31,PF00143,INST009,146.35,214.4861,276.5247,31390.04,40469.39,9079.35,28.92,67.6,EUR
2022-01-31,PF00143,INST005,78.66,288.6574,246.5445,22705.79,19393.19,-3312.6,-14.59,32.4,EUR
2022-01-31,PF00133,INST012,332.98,104.9536,128.6091,34947.45,42824.26,7876.81,22.54,17.24,EUR
2022-01-31,PF00133,INST007,333.97,166.2059,198.5962,55507.78,66325.17,10817.39,19.49,26.7,EUR
2022-01-31,PF00133,INST013,29.29,384.9483,510.1532,11275.14,14942.39,3667.25,32.53,6.01,EUR
2022-01-31,PF00133,INST004,42.04,90.1882,85.4374,3791.51,3591.79,-199.72,-5.27,1.45,EUR
2022-01-31,PF00133,INST011,542.39,139.5765,116.3766,75704.9,63121.5,-12583.4,-16.62,25.41,EUR
2022-01-31,PF00133,INST014,434.98,110.5214,132.4658,48074.6,57619.97,9545.37,19.86,23.19,EUR
2022-01-31,PF00110,INST004,20.63,208.1289,173.5485,4293.7,3580.31,-713.39,-16.61,8.19,EUR
2022-01-31,PF00110,INST007,329.02,103.7393,121.9171,34132.3,40113.16,5980.86,17.52,91.81,EUR
2022-01-31,PF00083,INST001,672.97,288.981,381.4985,194475.54,256737.05,62261.51,32.02,41.5,EUR
2022-01-31,PF00083,INST012,643.35,119.122,124.7187,76637.14,80237.78,3600.64,4.7,12.97,EUR
2022-01-31,PF00083,INST004,808.81,251.0105,348.2512,203019.8,281669.05,78649.25,38.74,45.53,EUR
2022-01-31,PF00053,INST003,872.49,298.3125,266.609,260274.67,232613.69,-27660.98,-10.63,29.69,EUR
2022-01-31,PF00053,INST014,427.81,364.9482,374.8299,156128.49,160355.98,4227.49,2.71,20.47,EUR
2022-01-31,PF00053,INST009,391.65,245.3531,299.9378,96092.54,117470.64,21378.1,22.25,15.0,EUR
2022-01-31,PF00053,INST001,312.49,137.0552,179.2385,42828.38,56010.24,13181.86,30.78,7.15,EUR
2022-01-31,PF00053,INST010,261.7,147.4569,134.8152,38589.47,35281.14,-3308.33,-8.57,4.5,EUR
2022-01-31,PF00053,INST002,943.44,186.3372,192.548,175797.97,181657.49,5859.52,3.33,23.19,EUR
2022-01-31,PF00142,INST010,688.92,150.588,190.1484,103743.08,130997.04,27253.96,26.27,30.84,EUR
2022-01-31,PF00142,INST008,337.97,59.6143,57.4669,20147.84,19422.09,-725.75,-3.6,4.57,EUR
2022-01-31,PF00142,INST001,659.33,221.4305,209.1545,145995.77,137901.84,-8093.93,-5.54,32.46,EUR
2022-01-31,PF00142,INST013,584.31,194.506,233.5324,113651.8,136455.32,22803.52,20.06,32.12,EUR
2022-01-31,PF00141,INST001,365.08,161.2479,122.8391,58868.38,44846.1,-14022.28,-23.82,5.3,EUR
2022-01-31,PF00141,INST010,613.74,332.1188,381.9127,203834.59,234395.1,30560.51,14.99,27.69,EUR
2022-01-31,PF00141,INST003,978.44,195.4958,239.4873,191280.91,234323.95,43043.04,22.5,27.68,EUR
2022-01-31,PF00141,INST005,775.11,92.7592,120.0023,71898.58,93014.98,21116.4,29.37,10.99,EUR
2022-01-31,PF00141,INST002,711.26,180.3673,217.1235,128288.05,154431.26,26143.21,20.38,18.24,EUR
2022-01-31,PF00141,INST011,699.35,96.6057,122.2612,67561.2,85503.37,17942.17,26.56,10.1,EUR
2022-01-31,PF00107,INST015,984.27,276.7726,321.9902,272418.97,316925.29,44506.32,16.34,30.56,EUR
2022-01-31,PF00107,INST001,242.66,372.4319,458.5048,90374.32,111260.77,20886.45,23.11,10.73,EUR
2022-01-31,PF00107,INST006,955.1,347.7917,330.0337,332175.85,315215.19,-16960.66,-5.11,30.39,EUR
2022-01-31,PF00107,INST009,995.11,111.0249,107.7952,110481.99,107268.08,-3213.91,-2.91,10.34,EUR
2022-01-31,PF00107,INST012,871.66,119.4671,117.8765,104134.69,102748.23,-1386.46,-1.33,9.91,EUR
2022-01-31,PF00107,INST004,773.87,80.4289,108.1377,62241.51,83684.52,21443.01,34.45,8.07,EUR
2022-01-31,PF00139,INST014,511.48,202.3907,175.6802,103518.8,89856.91,-13661.89,-13.2,31.97,EUR
2022-01-31,PF00139,INST006,450.87,240.1543,264.145,108278.37,119095.06,10816.69,9.99,42.37,EUR
2022-01-31,PF00139,INST015,407.85,127.3672,176.9211,51946.71,72157.27,20210.56,38.91,25.67,EUR
2022-01-31,PF00050,INST009,29.67,367.9666,361.7788,10917.57,10733.98,-183.59,-1.68,1.89,EUR
2022-01-31,PF00050,INST010,903.39,361.8129,390.7124,326858.16,352965.68,26107.52,7.99,62.11,EUR
2022-01-31,PF00050,INST001,709.63,257.5531,212.8744,182767.41,151062.06,-31705.35,-17.35,26.58,EUR
2022-01-31,PF00050,INST004,548.13,73.5924,97.7123,40338.2,53559.04,13220.84,32.77,9.42,EUR
2022-01-31,PF00020,INST014,991.74,127.0649,174.3624,126015.34,172922.17,46906.83,37.22,31.35,EUR
2022-01-31,PF00020,INST003,335.19,292.2478,275.2275,97958.54,92253.51,-5705.03,-5.82,16.73,EUR
2022-01-31,PF00020,INST015,733.53,258.69,224.4602,189756.88,164648.29,-25108.59,-13.23,29.85,EUR
2022-01-31,PF00020,INST010,332.73,327.7081,365.8189,109038.32,121718.92,12680.6,11.63,22.07,EUR
2022-01-31,PF00066,INST006,982.73,80.8922,96.4561,79495.19,94790.3,15295.11,19.24,10.95,EUR
2022-01-31,PF00066,INST008,787.4,396.3037,502.6568,312049.53,395791.96,83742.43,26.84,45.72,EUR
2022-01-31,PF00066,INST014,231.26,298.0244,370.4704,68921.12,85674.98,16753.86,24.31,9.9,EUR
2022-01-31,PF00066,INST010,473.06,390.0481,404.6354,184516.15,191416.82,6900.67,3.74,22.11,EUR
2022-01-31,PF00066,INST012,257.61,318.469,380.2006,82040.8,97943.48,15902.68,19.38,11.31,EUR
2022-01-31,PF00119,INST007,554.0,392.6171,511.0949,217509.87,283146.57,65636.7,30.18,46.59,EUR
2022-01-31,PF00119,INST001,968.3,249.654,335.1646,241739.97,324539.88,82799.91,34.25,53.41,EUR
2022-01-31,PF00132,INST013,117.94,172.0207,232.8194,20288.12,27458.72,7170.6,35.34,66.04,EUR
2022-01-31,PF00132,INST015,176.21,90.7,80.117,15982.25,14117.42,-1864.83,-11.67,33.96,EUR
2022-01-31,PF00115,INST012,17.68,229.9063,213.1212,4064.74,3767.98,-296.76,-7.3,0.7,EUR
2022-01-31,PF00115,INST009,438.3,311.9167,260.2752,136713.09,114078.62,-22634.47,-16.56,21.24,EUR
2022-01-31,PF00115,INST010,512.51,252.2185,273.7932,129264.5,140321.75,11057.25,8.55,26.13,EUR
2022-01-31,PF00115,INST007,621.25,129.5484,154.9993,80481.94,96293.32,15811.38,19.65,17.93,EUR
2022-01-31,PF00115,INST001,921.47,148.2671,198.1779,136623.68,182614.99,45991.31,33.66,34.0,EUR
2022-01-31,PF00138,INST012,733.22,250.2857,310.5585,183514.48,227707.7,44193.22,24.08,50.16,EUR
2022-01-31,PF00138,INST004,484.37,359.3499,467.035,174058.31,226217.74,52159.43,29.97,49.84,EUR
2022-01-31,PF00046,INST008,907.3,164.9259,165.9263,149637.27,150544.93,907.66,0.61,59.55,EUR
2022-01-31,PF00046,INST002,58.15,324.101,421.9238,18846.47,24534.87,5688.4,30.18,9.71,EUR
2022-01-31,PF00046,INST011,219.13,286.8656,354.6546,62860.86,77715.46,14854.6,23.63,30.74,EUR
2022-01-31,PF00013,INST011,862.17,229.2356,248.2952,197640.06,214072.67,16432.61,8.31,34.12,EUR
2022-01-31,PF00013,INST006,113.86,320.5388,294.2007,36496.55,33497.69,-2998.86,-8.22,5.34,EUR
2022-01-31,PF00013,INST003,242.5,251.3831,253.2312,60960.4,61408.57,448.17,0.74,9.79,EUR
2022-01-31,PF00013,INST009,250.29,299.1175,398.6501,74866.12,99778.13,24912.01,33.28,15.9,EUR
2022-01-31,PF00013,INST014,18.47,51.4255,46.4983,949.83,858.82,-91.01,-9.58,0.14,EUR
2022-01-31,PF00013,INST012,591.51,265.4168,368.1707,156996.69,217776.65,60779.96,38.71,34.71,EUR
2022-01-31,PF00067,INST013,687.15,274.8996,251.3196,188897.26,172694.26,-16203.0,-8.58,46.01,EUR
2022-01-31,PF00067,INST005,801.97,146.9863,191.4496,117878.6,153536.84,35658.24,30.25,40.91,EUR
2022-01-31,PF00067,INST006,52.78,191.0472,255.7467,10083.47,13498.31,3414.84,33.87,3.6,EUR
2022-01-31,PF00067,INST008,178.65,199.1151,199.2427,35571.91,35594.71,22.8,0.06,9.48,EUR
2022-01-31,PF00078,INST005,770.91,340.6206,475.4329,262587.83,366515.98,103928.15,39.58,57.22,EUR
2022-01-31,PF00078,INST011,118.03,186.8497,253.8996,22053.87,29967.77,7913.9,35.88,4.68,EUR
2022-01-31,PF00078,INST004,736.29,137.32,154.7364,101107.34,113930.86,12823.52,12.68,17.79,EUR
2022-01-31,PF00078,INST015,920.41,123.2543,141.4091,113444.49,130154.35,16709.86,14.73,20.32,EUR
2022-01-31,PF00049,INST011,743.36,211.7214,242.184,157385.22,180029.9,22644.68,14.39,19.73,EUR
2022-01-31,PF00049,INST015,784.99,388.1443,382.9114,304689.39,300581.62,-4107.77,-1.35,32.95,EUR
2022-01-31,PF00049,INST012,856.52,207.6538,257.8257,177859.63,220832.87,42973.24,24.16,24.2,EUR
2022-01-31,PF00049,INST010,922.71,223.9077,228.5685,206601.87,210902.44,4300.57,2.08,23.12,EUR
2022-01-31,PF00122,INST002,991.07,287.0167,306.4545,284453.64,303717.86,19264.22,6.77,29.23,EUR
2022-01-31,PF00122,INST007,955.69,123.6806,172.8376,118200.31,165179.17,46978.86,39.75,15.9,EUR
2022-01-31,PF00122,INST008,655.63,84.2516,100.7953,55237.88,66084.42,10846.54,19.64,6.36,EUR
