TransactionID,PortefeuilleID,InstrumentID,DateTransaction,TypeTransaction,Quantite,PrixUnitaire,MontantBrut,Frais,MontantNet,Devise,TauxChange_EUR,MontantNet_EUR,Statut,Courtier,Operateur
TRX000050,PF00136,INST006,2025-01-30,Coupon,157.88,146.558,23138.58,112.04,23250.62,EUR,1.0,23250.62,Exécuté,SIX,OPE005
TRX000051,PF00100,INST015,2023-07-28,Frais,59.76,389.7326,23290.42,88.88,23201.54,USD,1.0993,25505.45,Exécuté,SIX,OPE002
TRX000052,PF00032,INST003,2026-05-06,Arbitrage Sortant,37.95,94.6016,3590.13,13.83,3603.96,EUR,1.0,3603.96,Exécuté,Xetra,OPE001
TRX000057,PF00034,INST007,2023-11-22,Frais,455.45,37.1523,16921.02,25.32,16895.7,USD,0.9608,16233.39,Exécuté,Xetra,OPE002
TRX000058,PF00089,INST009,2023-11-02,Dividende,423.12,132.7966,56188.9,198.92,56387.82,EUR,1.0,56387.82,Exécuté,Xetra,OPE005
TRX000060,PF00011,INST014,2023-10-24,Arbitrage Sortant,15.16,32.2763,489.31,1.74,491.05,EUR,1.0,491.05,Exécuté,OTC,OPE004
TRX000063,PF00082,INST012,2025-12-30,Arbitrage Sortant,173.34,205.3711,35599.03,143.91,35742.94,EUR,1.0,35742.94,Exécuté,NYSE,OPE004
TRX000066,PF00079,INST008,2024-03-06,Achat,45.93,202.6887,9309.49,26.34,9283.15,USD,0.943,8754.01,Exécuté,Euronext,OPE001
TRX000067,PF00073,INST008,2024-05-27,Frais,441.29,330.5874,145884.91,420.49,145464.42,EUR,1.0,145464.42,Exécuté,SIX,OPE002
TRX000068,PF00068,INST012,2025-11-08,Dividende,382.16,189.3093,72346.44,188.27,72534.71,USD,0.9725,70540.01,Exécuté,Euronext,OPE004
TRX000069,PF00130,INST008,2025-08-23,Arbitrage Sortant,275.38,414.4025,114118.16,398.61,114516.77,EUR,1.0,114516.77,Exécuté,Euronext,OPE004
TRX000074,PF00149,INST010,2024-02-03,Vente,360.98,295.9264,106823.51,179.68,107003.19,EUR,1.0,107003.19,Exécuté,NYSE,OPE001
TRX000075,PF00147,INST012,2023-09-25,Achat,96.2,226.1089,21751.68,58.19,21693.49,EUR,1.0,21693.49,Exécuté,SIX,OPE005
TRX000078,PF00064,INST005,2025-08-01,Frais,149.95,471.3279,70675.62,348.36,70327.26,EUR,1.0,70327.26,Exécuté,SIX,OPE003
TRX000080,PF00102,INST014,2025-01-23,Dividende,477.35,404.2618,192974.37,417.17,193391.54,EUR,1.0,193391.54,Exécuté,Xetra,OPE004
TRX000081,PF00066,INST012,2023-12-24,Coupon,107.78,415.6963,44803.75,93.39,44897.14,EUR,1.0,44897.14,Exécuté,Euronext,OPE005
TRX000082,PF00062,INST004,2023-07-15,Achat,335.25,270.2103,90588.0,321.75,90266.25,EUR,1.0,90266.25,Exécuté,SIX,OPE003
TRX000084,PF00074,INST006,2024-11-28,Dividende,323.3,454.8891,147065.65,199.69,147265.34,USD,1.007,148296.2,Exécuté,NYSE,OPE004
TRX000085,PF00046,INST015,2025-03-22,Achat,498.59,204.5273,101975.27,304.04,101671.23,EUR,1.0,101671.23,Exécuté,Euronext,OPE003
TRX000086,PF00146,INST010,2024-02-14,Achat,464.3,174.1706,80867.41,227.84,80639.57,EUR,1.0,80639.57,Exécuté,OTC,OPE004
TRX000087,PF00070,INST004,2025-03-16,Arbitrage Sortant,57.21,89.6222,5127.29,14.54,5141.83,EUR,1.0,5141.83,Exécuté,Euronext,OPE003
TRX000090,PF00069,INST006,2024-11-21,Dividende,291.65,290.7099,84785.54,173.49,84959.03,EUR,1.0,84959.03,Exécuté,Euronext,OPE001
TRX000091,PF00120,INST005,2023-08-28,Vente,203.3,256.235,52092.58,238.61,52331.19,EUR,1.0,52331.19,Exécuté,Xetra,OPE003
TRX000094,PF00093,INST002,2026-03-23,Frais,56.99,416.0993,23713.5,109.36,23604.14,USD,1.0145,23946.4,Exécuté,NYSE,OPE003
TRX000095,PF00134,INST008,2025-08-10,Achat,340.47,361.2898,123008.34,363.53,122644.81,EUR,1.0,122644.81,Exécuté,SIX,OPE002
TRX000096,PF00132,INST007,2025-08-28,Coupon,282.39,283.8106,80145.28,295.82,80441.1,EUR,1.0,80441.1,Exécuté,SIX,OPE003
TRX000098,PF00121,INST001,2023-10-30,Dividende,205.02,386.7963,79300.98,322.22,79623.2,EUR,1.0,79623.2,Exécuté,SIX,OPE004
TRX000099,PF00097,INST007,2026-04-25,Achat,341.68,334.2783,114216.21,360.6,113855.61,EUR,1.0,113855.61,Exécuté,NYSE,OPE005
TRX000100,PF00101,INST009,2025-06-01,Vente,364.2,119.1182,43382.85,43.99,43426.84,EUR,1.0,43426.84,Exécuté,SIX,OPE005
TRX000101,PF00109,INST009,2024-12-25,Coupon,411.86,131.2809,54069.35,128.94,54198.29,EUR,1.0,54198.29,Exécuté,Euronext,OPE001
TRX000102,PF00108,INST010,2025-04-07,Arbitrage Sortant,468.18,445.6303,208635.19,409.48,209044.67,EUR,1.0,209044.67,Exécuté,OTC,OPE001
TRX000105,PF00083,INST004,2023-06-14,Dividende,438.25,492.9908,216053.22,666.53,216719.75,EUR,1.0,216719.75,Exécuté,Xetra,OPE001
TRX000106,PF00143,INST010,2025-11-27,Arbitrage Entrant,455.88,316.7366,144393.88,391.13,144785.01,EUR,1.0,144785.01,Exécuté,Xetra,OPE004
TRX000107,PF00135,INST006,2024-01-16,Arbitrage Entrant,208.75,83.1166,17350.59,43.48,17394.07,EUR,1.0,17394.07,Exécuté,NYSE,OPE003
TRX000108,PF00037,INST013,2023-06-11,Coupon,457.46,285.5691,130636.44,636.35,131272.79,USD,0.9777,128345.41,Exécuté,NYSE,OPE003
TRX000110,PF00011,INST014,2024-12-18,Achat,94.89,383.2312,36364.81,141.72,36223.09,USD,0.9959,36074.58,Exécuté,Xetra,OPE001
TRX000111,PF00055,INST015,2023-09-11,Vente,481.08,67.4849,32465.64,162.27,32627.91,EUR,1.0,32627.91,Exécuté,OTC,OPE002
TRX000112,PF00102,INST015,2024-08-31,Vente,276.49,390.0018,107831.6,272.02,108103.62,EUR,1.0,108103.62,Exécuté,Xetra,OPE003
TRX000113,PF00132,INST015,2024-09-01,Coupon,233.54,403.3801,94205.39,366.43,94571.82,EUR,1.0,94571.82,Exécuté,Xetra,OPE003
TRX000114,PF00106,INST001,2026-03-31,Frais,432.18,373.2137,161295.5,171.76,161123.74,EUR,1.0,161123.74,Exécuté,NYSE,OPE002
TRX000115,PF00085,INST004,2025-10-30,Coupon,285.32,130.4077,37207.92,119.16,37327.08,EUR,1.0,37327.08,Exécuté,SIX,OPE004
TRX000116,PF00118,INST003,2025-01-18,Arbitrage Entrant,397.69,92.9402,36961.39,143.46,37104.85,EUR,1.0,37104.85,Exécuté,OTC,OPE001
TRX000119,PF00137,INST009,2025-09-27,Coupon,6.91,269.4146,1861.65,3.91,1865.56,EUR,1.0,1865.56,Exécuté,OTC,OPE004
TRX000120,PF00046,INST002,2024-01-20,Achat,262.67,128.0747,33641.38,117.04,33524.34,EUR,1.0,33524.34,Exécuté,Xetra,OPE004
TRX000121,PF00021,INST006,2024-03-14,Coupon,230.04,129.1719,29714.7,112.59,29827.29,EUR,1.0,29827.29,Exécuté,Euronext,OPE001
TRX000123,PF00025,INST015,2025-05-31,Frais,459.66,122.5856,56347.7,259.49,56088.21,EUR,1.0,56088.21,Exécuté,Euronext,OPE001
TRX000124,PF00072,INST015,2024-03-13,Frais,282.19,26.1219,7371.34,34.76,7336.58,EUR,1.0,7336.58,Exécuté,NYSE,OPE005
TRX000127,PF00026,INST007,2024-12-16,Vente,419.5,176.8904,74205.52,302.46,74507.98,EUR,1.0,74507.98,Exécuté,Euronext,OPE003
TRX000128,PF00116,INST008,2024-01-15,Vente,178.55,471.16,84125.62,229.44,84355.06,EUR,1.0,84355.06,Exécuté,OTC,OPE003
TRX000129,PF00064,INST012,2024-06-20,Achat,41.94,85.5683,3588.73,13.8,3574.93,USD,1.0479,3746.17,Exécuté,Xetra,OPE001
TRX000130,PF00024,INST001,2024-10-31,Dividende,222.92,383.0598,85391.69,120.31,85512.0,EUR,1.0,85512.0,Exécuté,SIX,OPE004
TRX000132,PF00099,INST001,2025-03-17,Dividende,207.49,391.7929,81293.11,316.99,81610.1,USD,1.0144,82785.29,Exécuté,SIX,OPE002
TRX000134,PF00020,INST006,2024-07-10,Dividende,472.17,363.2407,171511.36,511.65,172023.01,USD,0.9916,170578.02,Exécuté,Xetra,OPE001
TRX000136,PF00077,INST006,2024-04-18,Frais,473.69,108.4172,51356.14,115.9,51240.24,EUR,1.0,51240.24,Exécuté,Xetra,OPE004
TRX000137,PF00148,INST013,2024-09-03,Vente,163.62,147.3471,24108.93,99.89,24208.82,EUR,1.0,24208.82,Exécuté,OTC,OPE002
TRX000138,PF00140,INST003,2025-10-11,Arbitrage Entrant,384.04,23.1889,8905.47,34.81,8940.28,USD,0.9877,8830.31,Exécuté,Euronext,OPE004
TRX000141,PF00138,INST010,2026-02-01,Arbitrage Entrant,457.29,63.591,29079.53,57.95,29137.48,EUR,1.0,29137.48,Exécuté,OTC,OPE001
TRX000142,PF00145,INST011,2025-04-13,Arbitrage Entrant,323.73,483.7375,156600.34,364.31,156964.65,EUR,1.0,156964.65,Exécuté,Euronext,OPE001
TRX000144,PF00129,INST003,2023-07-06,Dividende,498.85,246.5578,122995.36,268.34,123263.7,EUR,1.0,123263.7,Exécuté,NYSE,OPE003
TRX000146,PF00018,INST005,2025-08-17,Achat,405.28,66.3918,26907.27,118.3,26788.97,EUR,1.0,26788.97,Exécuté,NYSE,OPE005
TRX000147,PF00045,INST009,2026-02-21,Vente,166.16,218.921,36375.91,103.61,36479.52,EUR,1.0,36479.52,Exécuté,NYSE,OPE004
TRX000148,PF00102,INST001,2025-01-26,Arbitrage Entrant,307.44,106.689,32800.47,110.5,32910.97,EUR,1.0,32910.97,Exécuté,NYSE,OPE002
TRX000149,PF00072,INST013,2025-06-19,Arbitrage Entrant,404.56,40.6562,16447.87,23.14,16471.01,USD,0.9732,16029.59,Exécuté,SIX,OPE001
TRX000156,PF00145,INST001,2026-05-16,Arbitrage Sortant,380.77,153.1241,58305.06,122.41,58427.47,EUR,1.0,58427.47,Exécuté,SIX,OPE005
TRX000158,PF00140,INST004,2026-01-28,Coupon,52.11,416.7347,21716.05,86.98,21803.03,EUR,1.0,21803.03,Exécuté,SIX,OPE003
TRX000162,PF00106,INST015,2025-02-06,Achat,496.25,434.8533,215795.95,325.32,215470.63,USD,0.9499,204675.55,Exécuté,NYSE,OPE004
TRX000163,PF00126,INST003,2025-01-27,Frais,316.57,317.6283,100551.59,251.45,100300.14,EUR,1.0,100300.14,Exécuté,SIX,OPE005
TRX000165,PF00137,INST007,2025-06-02,Vente,484.1,414.1753,200502.26,597.27,201099.53,EUR,1.0,201099.53,Exécuté,Xetra,OPE005
TRX000166,PF00148,INST003,2025-10-12,Frais,426.36,396.2688,168953.17,773.23,168179.94,EUR,1.0,168179.94,Exécuté,Euronext,OPE004
TRX000167,PF00005,INST002,2023-06-17,Arbitrage Sortant,79.83,233.6939,18655.78,92.67,18748.45,EUR,1.0,18748.45,Exécuté,NYSE,OPE003
TRX000168,PF00041,INST014,2023-08-30,Dividende,47.58,186.6133,8879.06,11.81,8890.87,USD,0.9104,8094.25,Exécuté,NYSE,OPE004
TRX000170,PF00088,INST014,2025-05-31,Achat,494.09,216.9338,107184.82,163.85,107020.97,EUR,1.0,107020.97,Exécuté,SIX,OPE001
TRX000171,PF00027,INST002,2025-01-09,Dividende,184.41,156.6351,28885.08,73.1,28958.18,USD,1.0283,29777.7,Exécuté,Euronext,OPE005
TRX000174,PF00064,INST005,2023-08-27,Arbitrage Entrant,43.04,281.1643,12101.31,41.14,12142.45,EUR,1.0,12142.45,Exécuté,Xetra,OPE002
TRX000175,PF00133,INST010,2024-08-29,Frais,95.13,201.958,19212.26,68.87,19143.39,USD,0.999,19124.25,Exécuté,NYSE,OPE004
TRX000176,PF00019,INST009,2026-03-11,Achat,493.45,467.623,230748.57,352.57,230396.0,EUR,1.0,230396.0,Exécuté,OTC,OPE002
TRX000177,PF00121,INST013,2023-05-28,Achat,9.33,43.091,402.04,0.82,401.22,EUR,1.0,401.22,Exécuté,SIX,OPE005
TRX000181,PF00015,INST005,2024-06-14,Arbitrage Entrant,371.11,372.9225,138395.27,204.52,138599.79,USD,1.0403,144185.36,Exécuté,SIX,OPE003
TRX000182,PF00134,INST009,2025-01-25,Arbitrage Sortant,411.43,137.031,56378.66,140.24,56518.9,EUR,1.0,56518.9,Exécuté,Euronext,OPE003
TRX000186,PF00010,INST009,2023-12-16,Arbitrage Sortant,457.06,372.9263,170449.69,456.38,170906.07,EUR,1.0,170906.07,Exécuté,SIX,OPE003
TRX000187,PF00070,INST014,2026-02-24,Achat,286.2,68.5065,19606.56,72.41,19534.15,EUR,1.0,19534.15,Exécuté,NYSE,OPE005
TRX000188,PF00012,INST007,2026-02-02,Achat,438.62,434.3558,190517.14,780.0,189737.14,EUR,1.0,189737.14,Exécuté,Euronext,OPE005
TRX000190,PF00140,INST013,2023-11-04,Arbitrage Sortant,123.32,13.1252,1618.6,4.27,1622.87,USD,1.0083,1636.34,Exécuté,Xetra,OPE001
TRX000191,PF00097,INST014,2025-06-08,Arbitrage Entrant,363.88,60.935,22173.03,69.16,22242.19,USD,0.984,21886.31,Exécuté,NYSE,OPE003
TRX000194,PF00075,INST005,2023-11-20,Arbitrage Sortant,158.19,402.4002,63655.69,242.08,63897.77,EUR,1.0,63897.77,Exécuté,SIX,OPE003
TRX000195,PF00060,INST002,2025-03-29,Vente,68.92,387.3718,26697.66,38.33,26735.99,EUR,1.0,26735.99,Exécuté,SIX,OPE004
TRX000197,PF00024,INST003,2023-07-05,Arbitrage Sortant,343.34,414.9295,142461.89,539.58,143001.47,EUR,1.0,143001.47,Exécuté,Xetra,OPE002
TRX000198,PF00024,INST012,2025-05-04,Vente,484.23,204.1598,98860.3,118.22,98978.52,EUR,1.0,98978.52,Exécuté,NYSE,OPE001
TRX000199,PF00104,INST014,2024-06-24,Coupon,278.42,279.5592,77834.87,107.33,77942.2,EUR,1.0,77942.2,Exécuté,Euronext,OPE001
TRX000200,PF00016,INST014,2024-01-07,Arbitrage Sortant,491.3,74.0505,36381.01,156.25,36537.26,EUR,1.0,36537.26,Exécuté,OTC,OPE005
TRX000201,PF00067,INST015,2024-04-06,Arbitrage Sortant,38.42,498.6091,19156.56,34.31,19190.87,EUR,1.0,19190.87,Exécuté,Euronext,OPE003
TRX000204,PF00076,INST008,2025-06-05,Coupon,441.51,244.7252,108048.62,145.96,108194.58,EUR,1.0,108194.58,Exécuté,SIX,OPE002
TRX000205,PF00135,INST004,2025-03-04,Arbitrage Entrant,497.05,276.3918,137380.54,148.11,137528.65,EUR,1.0,137528.65,Exécuté,SIX,OPE005
TRX000207,PF00072,INST001,2024-12-15,Arbitrage Sortant,495.77,269.4218,133571.25,543.28,134114.53,USD,1.0948,146828.59,Exécuté,NYSE,OPE002
TRX000209,PF00046,INST004,2024-02-18,Frais,159.68,371.6715,59348.51,144.52,59203.99,EUR,1.0,59203.99,Exécuté,OTC,OPE005
TRX000210,PF00037,INST010,2024-12-14,Vente,418.51,407.0966,170374.0,831.69,171205.69,EUR,1.0,171205.69,Exécuté,SIX,OPE001
TRX000212,PF00088,INST012,2026-03-02,Vente,459.47,423.6992,194677.07,446.66,195123.73,EUR,1.0,195123.73,Exécuté,OTC,OPE002
TRX000214,PF00078,INST006,2024-09-01,Vente,487.95,368.8525,179981.58,494.49,180476.07,EUR,1.0,180476.07,Exécuté,NYSE,OPE005
TRX000215,PF00092,INST004,2024-02-17,Arbitrage Entrant,294.89,95.9223,28286.53,63.0,28349.53,EUR,1.0,28349.53,Exécuté,NYSE,OPE001
TRX000217,PF00027,INST015,2024-01-17,Coupon,71.18,375.2182,26708.03,52.13,26760.16,EUR,1.0,26760.16,Exécuté,Euronext,OPE003
TRX000218,PF00115,INST001,2024-10-29,Dividende,105.63,349.6563,36934.19,88.71,37022.9,EUR,1.0,37022.9,Exécuté,Euronext,OPE004
TRX000219,PF00113,INST012,2024-02-15,Coupon,484.58,443.4305,214877.55,638.69,215516.24,EUR,1.0,215516.24,Exécuté,OTC,OPE004
TRX000220,PF00026,INST014,2026-02-14,Coupon,394.58,293.2472,115709.48,466.65,116176.13,USD,0.9325,108334.24,Exécuté,Euronext,OPE003
TRX000221,PF00006,INST006,2025-04-01,Dividende,475.88,46.3582,22060.94,37.07,22098.01,EUR,1.0,22098.01,Exécuté,Euronext,OPE005
TRX000222,PF00024,INST006,2024-02-18,Frais,492.65,447.6808,220549.95,842.06,219707.89,EUR,1.0,219707.89,Exécuté,OTC,OPE004
TRX000223,PF00041,INST001,2025-11-13,Achat,166.22,487.4552,81024.8,213.67,80811.13,EUR,1.0,80811.13,Exécuté,Xetra,OPE002
TRX000224,PF00025,INST001,2023-11-07,Coupon,286.31,421.5287,120687.88,194.83,120882.71,EUR,1.0,120882.71,Exécuté,SIX,OPE001
TRX000225,PF00076,INST014,2025-03-04,Arbitrage Entrant,312.92,245.3609,76778.33,106.56,76884.89,USD,0.9342,71825.86,Exécuté,Euronext,OPE004
TRX000227,PF00095,INST015,2023-12-20,Coupon,185.33,228.4299,42334.91,86.92,42421.83,EUR,1.0,42421.83,Exécuté,NYSE,OPE003
TRX000231,PF00055,INST013,2026-02-11,Vente,63.97,217.4537,13910.51,68.9,13979.41,EUR,1.0,13979.41,Exécuté,NYSE,OPE005
TRX000233,PF00134,INST008,2024-07-06,Arbitrage Sortant,7.17,353.2019,2532.46,8.48,2540.94,EUR,1.0,2540.94,Exécuté,SIX,OPE002
TRX000235,PF00138,INST015,2024-01-26,Dividende,439.07,139.4269,61218.17,221.56,61439.73,EUR,1.0,61439.73,Exécuté,NYSE,OPE003
TRX000236,PF00104,INST003,2024-12-24,Frais,304.72,349.894,106619.7,123.16,106496.54,EUR,1.0,106496.54,Exécuté,Euronext,OPE004
TRX000239,PF00114,INST004,2023-08-16,Arbitrage Sortant,204.18,247.3856,50511.19,154.87,50666.06,EUR,1.0,50666.06,Exécuté,OTC,OPE002
TRX000240,PF00017,INST005,2024-08-02,Arbitrage Entrant,253.89,76.4684,19414.56,85.52,19500.08,EUR,1.0,19500.08,Exécuté,NYSE,OPE002
TRX000241,PF00015,INST004,2023-07-26,Achat,228.77,459.8352,105196.5,401.7,104794.8,EUR,1.0,104794.8,Exécuté,SIX,OPE005
TRX000242,PF00102,INST011,2023-06-26,Achat,340.91,128.5497,43823.88,129.51,43694.37,EUR,1.0,43694.37,Exécuté,SIX,OPE005
TRX000243,PF00142,INST006,2023-08-24,Dividende,82.59,448.301,37025.18,147.95,37173.13,EUR,1.0,37173.13,Exécuté,Euronext,OPE004
TRX000244,PF00013,INST003,2024-08-16,Arbitrage Sortant,286.56,482.8096,138353.92,612.69,138966.61,USD,1.0355,143899.92,Exécuté,SIX,OPE005
TRX000248,PF00131,INST011,2023-06-13,Arbitrage Sortant,419.85,285.114,119705.11,404.02,120109.13,EUR,1.0,120109.13,Exécuté,Euronext,OPE004
TRX000249,PF00017,INST006,2026-04-26,Dividende,320.66,432.1309,138567.09,283.31,138850.4,EUR,1.0,138850.4,Exécuté,NYSE,OPE005
TRX000250,PF00062,INST015,2024-12-16,Achat,402.91,403.1582,162436.47,552.31,161884.16,EUR,1.0,161884.16,Exécuté,Euronext,OPE004
TRX000251,PF00076,INST005,2026-03-05,Coupon,202.89,370.9987,75271.93,250.81,75522.74,USD,0.9686,73151.33,Exécuté,OTC,OPE004
TRX000253,PF00144,INST013,2025-04-28,Vente,473.51,450.7997,213458.17,772.24,214230.41,USD,0.9711,208039.15,Exécuté,SIX,OPE003
TRX000255,PF00031,INST014,2023-06-15,Arbitrage Entrant,191.45,156.1943,29903.4,36.37,29939.77,USD,0.9275,27769.14,Exécuté,Xetra,OPE004
TRX000257,PF00081,INST011,2025-02-22,Achat,3.35,144.0287,482.5,1.95,480.55,USD,1.0153,487.9,Exécuté,SIX,OPE001
TRX000258,PF00034,INST010,2023-09-21,Coupon,317.11,207.6628,65851.95,320.13,66172.08,EUR,1.0,66172.08,Exécuté,Euronext,OPE005
TRX000259,PF00052,INST012,2024-03-21,Dividende,475.08,447.0831,212400.24,855.42,213255.66,USD,0.9036,192697.81,Exécuté,NYSE,OPE002
TRX000260,PF00089,INST005,2026-02-14,Vente,52.25,256.6349,13409.17,29.83,13439.0,EUR,1.0,13439.0,Exécuté,Xetra,OPE003
TRX000262,PF00043,INST015,2024-06-18,Arbitrage Sortant,202.29,121.925,24664.21,96.4,24760.61,USD,0.9422,23329.45,Exécuté,OTC,OPE005
TRX000265,PF00141,INST005,2023-07-28,Coupon,351.23,110.6925,38878.53,145.52,39024.05,EUR,1.0,39024.05,Exécuté,SIX,OPE001
TRX000268,PF00105,INST005,2026-01-06,Vente,20.66,253.2138,5231.4,9.58,5240.98,EUR,1.0,5240.98,Exécuté,NYSE,OPE001
TRX000270,PF00066,INST011,2025-01-25,Vente,228.92,488.8726,111912.72,230.15,112142.87,EUR,1.0,112142.87,Exécuté,NYSE,OPE001
TRX000271,PF00075,INST006,2024-10-05,Arbitrage Sortant,338.71,218.7377,74088.65,108.44,74197.09,EUR,1.0,74197.09,Exécuté,NYSE,OPE002
TRX000272,PF00085,INST006,2024-09-25,Coupon,477.59,141.4716,67565.42,265.69,67831.11,EUR,1.0,67831.11,Exécuté,NYSE,OPE001
TRX000273,PF00103,INST007,2025-01-09,Coupon,136.64,199.0006,27191.44,119.72,27311.16,EUR,1.0,27311.16,Exécuté,Euronext,OPE002
TRX000274,PF00016,INST014,2026-01-16,Vente,52.75,456.5011,24080.43,70.57,24151.0,EUR,1.0,24151.0,Exécuté,OTC,OPE004
TRX000276,PF00113,INST001,2025-07-08,Achat,131.54,163.9766,21569.48,82.36,21487.12,USD,1.0956,23541.29,Exécuté,OTC,OPE005
TRX000277,PF00025,INST007,2025-06-24,Arbitrage Entrant,363.6,246.1455,89498.5,327.1,89825.6,EUR,1.0,89825.6,Exécuté,OTC,OPE005
TRX000278,PF00014,INST001,2024-09-27,Arbitrage Entrant,467.25,257.7281,120423.45,346.48,120769.93,EUR,1.0,120769.93,Exécuté,Euronext,OPE004
TRX000280,PF00118,INST008,2024-08-02,Arbitrage Sortant,286.94,53.1297,15245.04,45.64,15290.68,EUR,1.0,15290.68,Exécuté,SIX,OPE001
