Date,InstrumentID,PrixOuverture,PrixHaut,PrixBas,PrixCloture,Volume,Devise
2022-04-11,INST001,187.9405,190.1813,185.6876,187.8166,1353884.0,EUR
2022-04-12,INST001,189.1402,192.2839,185.1935,190.0814,1361241.0,EUR
2022-04-13,INST001,186.935,186.7489,181.5332,185.5995,4260406.0,EUR
2022-04-14,INST001,191.3414,190.743,186.5934,189.5825,527121.0,EUR
2022-04-15,INST001,189.1515,193.1866,185.6757,189.9946,4479748.0,EUR
2022-04-18,INST001,188.1618,190.7956,186.5769,188.128,655288.0,EUR
2022-04-19,INST001,187.2141,186.9829,184.335,186.0187,2373018.0,EUR
2022-04-20,INST001,181.2303,182.6655,180.0863,182.4005,4868640.0,EUR
2022-04-21,INST001,183.0278,189.9239,180.8929,184.4335,3657875.0,EUR
2022-04-22,INST001,181.6012,182.1832,176.7574,180.5215,4952725.0,EUR
2022-04-25,INST001,176.184,179.4437,176.629,176.6292,3943369.0,EUR
2022-04-26,INST001,173.9607,176.2492,169.9206,173.7828,2597593.0,EUR
2022-04-27,INST001,170.1586,171.3522,166.4973,169.5911,2091299.0,EUR
2022-04-28,INST001,168.9744,170.2837,163.8753,168.8066,4172929.0,EUR
2022-04-29,INST001,167.0285,167.3424,163.4745,166.4368,172117.0,EUR
2022-05-02,INST001,168.5243,169.8319,168.4812,168.5065,4990753.0,EUR
2022-05-03,INST001,163.8085,169.5458,160.1918,164.7922,4576156.0,EUR
2022-05-04,INST001,162.4771,166.6217,162.0633,163.6733,3574824.0,EUR
2022-05-05,INST001,160.6382,164.1139,161.6726,161.8899,1342831.0,EUR
2022-05-06,INST001,160.4557,162.4001,158.7538,159.9718,642944.0,EUR
2022-05-09,INST001,160.595,160.7186,155.9957,160.5525,2439837.0,EUR
2022-05-10,INST001,158.8649,163.4879,157.1646,159.6714,981904.0,EUR
2022-05-11,INST001,155.3094,157.3771,153.3966,156.0826,2236474.0,EUR
2022-05-12,INST001,154.82,156.7586,150.1054,153.3486,2961873.0,EUR
2022-05-13,INST001,149.3781,152.9988,149.7239,150.4075,3328699.0,EUR
2022-05-16,INST001,147.449,148.7431,145.6,148.5503,4117463.0,EUR
2022-05-17,INST001,151.2969,155.9965,151.5655,152.1204,2721021.0,EUR
2022-05-18,INST001,150.9341,154.9421,148.0555,150.7316,3992530.0,EUR
2022-05-19,INST001,151.9978,151.9935,146.7299,151.0999,4551027.0,EUR
2022-05-20,INST001,146.5723,151.7449,147.2467,147.3863,4117852.0,EUR
2022-05-23,INST001,146.3782,148.7381,144.1634,147.692,3372919.0,EUR
2022-05-24,INST001,150.1109,154.0686,148.3019,150.9648,236451.0,EUR
2022-05-25,INST001,153.0344,158.7552,152.182,154.1392,2206090.0,EUR
2022-05-26,INST001,152.5679,154.5798,153.2395,153.6253,4187373.0,EUR
2022-05-27,INST001,157.0961,161.2432,155.4015,157.1147,3162637.0,EUR
2022-05-30,INST001,158.0222,161.365,156.3378,157.3636,731579.0,EUR
2022-05-31,INST001,157.9091,159.1864,154.1958,157.4302,1710136.0,EUR
2022-06-01,INST001,156.7026,161.4701,156.2218,156.8291,2686748.0,EUR
2022-06-02,INST001,159.9794,161.1949,154.1008,158.7353,894625.0,EUR
2022-06-03,INST001,161.9286,162.1661,159.8876,160.9472,3951397.0,EUR
2022-06-06,INST001,161.0059,162.9743,160.0693,161.1483,4833149.0,EUR
2022-06-07,INST001,164.3201,165.6062,160.1574,164.4068,1763206.0,EUR
2022-06-08,INST001,162.4509,163.9136,160.2149,162.5257,4318979.0,EUR
2022-06-09,INST001,162.8732,165.2482,158.6881,162.0267,4374563.0,EUR
2022-06-10,INST001,162.9817,163.9817,161.2695,161.5486,193167.0,EUR
2022-06-13,INST001,164.069,165.9347,161.4447,164.8333,2786817.0,EUR
2022-06-14,INST001,167.8293,166.7286,163.2891,166.3254,4345838.0,EUR
2022-06-15,INST001,165.369,170.6685,166.041,166.3652,1930965.0,EUR
2022-06-16,INST001,166.1248,168.1305,163.1906,166.2007,648147.0,EUR
2022-06-17,INST001,163.6484,164.9771,158.6784,163.4537,1998187.0,EUR
2022-06-20,INST001,167.855,166.7441,163.4461,166.2993,963546.0,EUR
2022-06-21,INST001,164.7945,168.3313,162.3654,164.9451,3374605.0,EUR
2022-06-22,INST001,160.7189,163.4958,158.3215,161.9057,2526718.0,EUR
2022-06-23,INST001,165.8228,165.886,160.3409,165.1757,3916076.0,EUR
2022-06-24,INST001,165.2751,166.2846,162.2121,164.9082,2106657.0,EUR
2022-06-27,INST001,168.8652,172.3652,164.5301,167.4894,875761.0,EUR
2022-06-28,INST001,167.0911,168.8522,166.0273,168.2,2520725.0,EUR
2022-06-29,INST001,171.3486,171.1908,168.604,171.1723,1488586.0,EUR
2022-06-30,INST001,170.6053,171.7474,165.5617,169.892,3799657.0,EUR
2022-07-01,INST001,170.4193,174.0833,168.0927,171.895,3535648.0,EUR
2022-07-04,INST001,173.4168,175.2406,172.6226,175.0859,2746097.0,EUR
2022-07-05,INST001,177.4416,180.9714,173.9549,178.7991,3046448.0,EUR
2022-07-06,INST001,180.2982,179.4118,176.5633,178.8837,3131651.0,EUR
2022-07-07,INST001,179.3672,181.8195,174.6932,178.8674,2668805.0,EUR
2022-07-08,INST001,181.0234,184.9586,180.8135,182.7757,3331764.0,EUR
2022-07-11,INST001,185.5272,188.0567,182.3126,183.7959,3364577.0,EUR
2022-07-12,INST001,180.9417,182.6931,178.556,181.0488,3735420.0,EUR
2022-07-13,INST001,181.4309,188.0335,181.9508,182.9565,2885204.0,EUR
2022-07-14,INST001,181.9635,184.0787,182.0314,182.6037,843804.0,EUR
2022-07-15,INST001,182.4591,186.9834,180.6583,181.8501,188220.0,EUR
2022-07-18,INST001,181.476,183.0046,175.5182,179.7154,4526733.0,EUR
2022-07-19,INST001,181.9195,186.8373,179.6554,183.4913,2875736.0,EUR
2022-07-20,INST001,182.8093,188.8165,184.08,184.5607,282195.0,EUR
2022-07-21,INST001,187.547,187.1606,182.7056,186.4749,2837493.0,EUR
2022-07-22,INST001,188.3401,193.4129,186.7979,188.0368,3459619.0,EUR
2022-07-25,INST001,193.0098,193.8027,188.0605,192.698,2863803.0,EUR
2022-07-26,INST001,191.8298,191.8418,188.7744,190.8446,4354275.0,EUR
2022-07-27,INST001,192.0572,196.5398,191.8565,192.7208,4238037.0,EUR
2022-07-28,INST001,189.3136,193.3502,188.3128,189.6977,3513811.0,EUR
2022-07-29,INST001,186.3467,190.7548,184.5087,186.2119,4425613.0,EUR
2022-08-01,INST001,189.574,191.7095,189.0965,189.8651,4642793.0,EUR
2022-08-02,INST001,193.9201,198.0433,188.1347,193.3354,3275476.0,EUR
2022-08-03,INST001,193.561,192.7707,189.8053,191.8691,2573253.0,EUR
2022-08-04,INST001,193.9152,195.0427,191.1426,194.5817,1216620.0,EUR
2022-08-05,INST001,191.9346,196.1812,192.7509,193.4709,4401399.0,EUR
2022-08-08,INST001,191.2274,196.8785,191.0516,192.3387,3787647.0,EUR
2022-08-09,INST001,186.2114,188.0083,182.3152,187.6301,4083846.0,EUR
2022-08-10,INST001,192.0568,193.7157,189.1885,191.8615,3346615.0,EUR
2022-08-11,INST001,192.8411,198.1222,190.0353,193.0092,3466287.0,EUR
2022-08-12,INST001,189.8767,191.8317,185.7348,191.3884,133668.0,EUR
2022-08-15,INST001,188.4299,191.8938,190.1667,190.1817,3274338.0,EUR
2022-08-16,INST001,188.7802,189.5937,182.2533,186.9835,1524989.0,EUR
2022-08-17,INST001,189.4736,192.4255,188.9484,189.9764,3256679.0,EUR
2022-08-18,INST001,190.289,192.4582,189.9188,191.9724,2468782.0,EUR
2022-08-19,INST001,189.744,190.9077,187.43,187.903,301390.0,EUR
2022-08-22,INST001,192.8012,196.9152,185.9812,191.5548,1454720.0,EUR
2022-08-23,INST001,189.2077,191.6793,184.0296,189.6042,3905341.0,EUR
2022-08-24,INST001,192.495,192.2416,185.3954,190.9928,3766559.0,EUR
2022-08-25,INST001,188.1663,191.8127,181.475,186.8501,1083009.0,EUR
2022-08-26,INST001,189.9123,192.4535,183.3362,188.5061,1550043.0,EUR
2022-08-29,INST001,190.9034,192.8934,191.8259,192.2331,3893747.0,EUR
2022-08-30,INST001,187.9082,190.8277,184.6783,188.6875,1437473.0,EUR
2022-08-31,INST001,190.2679,193.1953,187.7529,189.7518,4107285.0,EUR
2022-09-01,INST001,194.659,195.9078,188.5683,193.8018,3077295.0,EUR
2022-09-02,INST001,188.2393,194.1649,188.9101,189.0769,1549236.0,EUR
2022-09-05,INST001,184.5756,188.75,185.3939,186.1358,2028235.0,EUR
2022-09-06,INST001,186.2437,191.8303,181.7819,186.3548,4590814.0,EUR
2022-09-07,INST001,183.159,185.7308,180.5716,181.6987,3319694.0,EUR
2022-09-08,INST001,183.0445,184.8469,181.8482,182.8979,1524313.0,EUR
2022-09-09,INST001,179.9259,179.8962,175.0572,179.2422,2003103.0,EUR
2022-09-12,INST001,181.2607,183.6296,177.951,180.5711,2391988.0,EUR
2022-09-13,INST001,182.8494,184.3042,178.4247,182.9743,2579890.0,EUR
2022-09-14,INST001,182.7389,184.2407,180.1347,183.0706,3627674.0,EUR
2022-09-15,INST001,177.9282,184.3515,174.2906,179.0235,255805.0,EUR
2022-09-16,INST001,182.3283,187.2865,182.1125,182.6142,750024.0,EUR
2022-09-19,INST001,187.7613,187.6336,181.437,186.3045,2286792.0,EUR
2022-09-20,INST001,190.725,194.7983,185.7991,190.6322,1819413.0,EUR
2022-09-21,INST001,186.4124,188.5619,182.0958,185.9645,1793212.0,EUR
2022-09-22,INST001,188.1362,188.678,181.4612,186.8279,3086682.0,EUR
2022-09-23,INST001,187.8785,191.7214,186.7678,187.3686,2398975.0,EUR
2022-09-26,INST001,191.6725,191.8083,189.1593,191.2906,4417333.0,EUR
2022-09-27,INST001,194.9829,195.1542,188.931,193.6785,2813262.0,EUR
2022-09-28,INST001,196.7982,199.8123,196.1574,196.9358,1457443.0,EUR
2022-09-29,INST001,194.0573,196.3382,192.3685,192.9247,2701430.0,EUR
2022-09-30,INST001,191.0036,190.9371,185.2452,190.8254,3960267.0,EUR
2022-10-03,INST001,191.0594,191.7806,188.934,191.1276,3866119.0,EUR
2022-10-04,INST001,192.2025,194.017,191.3477,193.7288,2997212.0,EUR
2022-10-05,INST001,196.7927,201.1685,192.6035,196.498,2000948.0,EUR
2022-10-06,INST001,196.6092,198.0813,196.6117,197.3026,4170720.0,EUR
2022-10-07,INST001,194.9285,196.5655,190.2273,194.0431,2468963.0,EUR
2022-10-10,INST001,189.7391,192.2046,190.671,190.8488,497171.0,EUR
2022-10-11,INST001,190.1553,191.3876,186.6732,190.6728,4085468.0,EUR
2022-10-12,INST001,196.4808,198.8879,193.4429,195.2329,4864745.0,EUR
2022-10-13,INST001,195.0957,200.1966,194.4225,196.5809,4863916.0,EUR
2022-10-14,INST001,194.7748,197.7851,194.4125,194.783,4420963.0,EUR
2022-10-17,INST001,194.0283,195.9337,190.9987,192.3732,1925174.0,EUR
2022-10-18,INST001,191.786,196.7606,188.9635,191.9462,4064749.0,EUR
2022-10-19,INST001,192.4965,195.0234,189.8556,192.1542,2647370.0,EUR
2022-10-20,INST001,186.7651,190.937,187.9926,188.601,1032178.0,EUR
2022-10-21,INST001,191.171,193.6837,187.5341,192.2572,2574940.0,EUR
2022-10-24,INST001,191.5359,194.4804,190.2091,190.3885,2286087.0,EUR
2022-10-25,INST001,193.684,197.4572,189.9584,192.6511,4706764.0,EUR
2022-10-26,INST001,195.9524,200.3,196.3747,196.7564,3382825.0,EUR
2022-10-27,INST001,195.902,198.5046,193.4074,194.686,1027447.0,EUR
2022-10-28,INST001,198.0489,204.9388,197.9691,199.054,2456884.0,EUR
2022-10-31,INST001,200.1461,201.4744,195.8056,198.4191,4620074.0,EUR
2022-11-01,INST001,193.1075,199.4644,188.8848,194.706,3758628.0,EUR
2022-11-02,INST001,195.1086,200.9089,192.5176,195.3392,4313751.0,EUR
2022-11-03,INST001,189.8696,195.3938,187.5888,191.491,3290442.0,EUR
2022-11-04,INST001,195.8026,200.1323,191.8292,196.2604,4296253.0,EUR
2022-11-07,INST001,198.4261,202.5776,197.7931,198.9043,4312954.0,EUR
2022-11-08,INST001,203.1984,204.2659,197.961,203.7494,112386.0,EUR
2022-11-09,INST001,206.5996,209.3704,207.4378,208.3116,4784575.0,EUR
2022-11-10,INST001,210.2464,210.9946,204.9452,208.4297,831795.0,EUR
2022-11-11,INST001,203.026,205.7907,199.9484,204.4788,2070145.0,EUR
2022-11-14,INST001,206.1532,210.4875,204.8123,207.0494,4498154.0,EUR
2022-11-15,INST001,211.243,216.4863,209.3043,211.5292,2021218.0,EUR
2022-11-16,INST001,211.3886,215.6105,209.0974,212.4795,425086.0,EUR
2022-11-17,INST001,207.8812,213.5334,206.9448,208.6088,3621299.0,EUR
2022-11-18,INST001,208.261,207.0273,202.4638,207.0003,4148529.0,EUR
2022-11-21,INST001,208.7435,209.5088,207.0546,207.5866,2350721.0,EUR
2022-11-22,INST001,210.9121,212.9676,206.147,209.838,314534.0,EUR
2022-11-23,INST001,206.3614,209.4716,200.6934,205.2245,3122686.0,EUR
2022-11-24,INST001,206.003,211.8709,204.7132,207.2944,4069044.0,EUR
2022-11-25,INST001,204.3726,206.1462,202.7818,203.6476,1728705.0,EUR
2022-11-28,INST001,203.3326,205.2143,197.6859,202.6395,1562554.0,EUR
2022-11-29,INST001,200.0982,200.9139,198.6715,199.5388,1938817.0,EUR
2022-11-30,INST001,204.1406,205.3063,200.3871,203.7675,3377471.0,EUR
2022-12-01,INST001,201.3712,204.0975,195.0549,199.4674,4886588.0,EUR
2022-12-02,INST001,196.3471,200.364,190.8572,194.7884,2394510.0,EUR
2022-12-05,INST001,193.876,195.5153,190.7689,194.7921,1397842.0,EUR
2022-12-06,INST001,190.1722,191.0985,188.1682,190.8399,4078761.0,EUR
2022-12-07,INST001,190.7136,191.5858,185.0658,190.6123,2881440.0,EUR
2022-12-08,INST001,185.5152,189.0097,185.6933,186.9874,2790842.0,EUR
2022-12-09,INST001,189.6153,195.0973,190.0634,191.1646,3296284.0,EUR
2022-12-12,INST001,195.0148,197.0609,190.9884,193.7233,372353.0,EUR
2022-12-13,INST001,196.3542,201.0254,195.5462,195.8069,936744.0,EUR
2022-12-14,INST001,195.0678,199.8597,191.5343,195.8525,3832150.0,EUR
2022-12-15,INST001,201.0961,201.1525,196.2928,199.3859,3086553.0,EUR
2022-12-16,INST001,199.0039,202.3432,197.7964,198.4367,4517329.0,EUR
2022-12-19,INST001,195.7583,200.0318,196.3984,196.4189,1725295.0,EUR
2022-12-20,INST001,194.2689,195.023,189.4763,194.4831,358813.0,EUR
2022-12-21,INST001,191.4485,193.8016,185.6398,190.3381,4222283.0,EUR
2022-12-22,INST001,186.956,189.6686,188.0305,188.3148,296510.0,EUR
2022-12-23,INST001,192.6821,192.3622,191.138,191.5676,1817009.0,EUR
2022-12-26,INST001,194.9672,198.1259,191.0586,196.3555,3681260.0,EUR
2022-12-27,INST001,192.6143,197.1938,189.4947,193.0891,4628523.0,EUR
2022-12-28,INST001,194.7324,199.8606,190.7671,196.6017,4106038.0,EUR
2022-12-29,INST001,196.3961,198.8126,190.7964,195.18,2748399.0,EUR
2022-12-30,INST001,194.7648,198.2718,194.3092,194.9089,4120243.0,EUR
2023-01-02,INST001,198.4871,203.5899,193.8245,198.8907,4050348.0,EUR
2023-01-03,INST001,195.5931,198.632,194.3014,195.5655,2895480.0,EUR
2023-01-04,INST001,198.8258,200.2228,195.3594,198.9038,4924163.0,EUR
2023-01-05,INST001,195.7589,203.12,192.5779,197.4802,2556881.0,EUR
2023-01-06,INST001,198.443,203.462,194.511,197.9704,4628685.0,EUR
2023-01-09,INST001,198.3562,204.7805,193.3015,198.9279,4659123.0,EUR
2023-01-10,INST001,200.6731,201.6031,197.4535,199.8411,1150061.0,EUR
2023-01-11,INST001,201.4803,205.1455,197.9383,199.6458,1549289.0,EUR
2023-01-12,INST001,200.3677,207.7387,200.5667,201.8433,109681.0,EUR
2023-01-13,INST001,198.8831,199.1673,193.5464,197.4949,644452.0,EUR
2023-01-16,INST001,198.3433,198.0268,195.1121,197.8494,3134187.0,EUR
2023-01-17,INST001,201.4719,205.909,199.341,200.6541,3250923.0,EUR
2023-01-18,INST001,202.4871,205.9378,196.5246,201.2764,2641117.0,EUR
2023-01-19,INST001,206.2638,207.0855,205.3852,205.662,872612.0,EUR
2023-01-20,INST001,203.8922,206.5094,197.7898,202.8885,2336089.0,EUR
2023-01-23,INST001,202.9822,203.5229,198.8566,201.4012,3462674.0,EUR
2023-01-24,INST001,199.6532,204.5137,195.4527,201.1103,1725958.0,EUR
2023-01-25,INST001,204.8946,210.9749,201.7279,204.8759,440574.0,EUR
2023-01-26,INST001,201.7553,207.0297,199.0881,203.4505,2568951.0,EUR
2023-01-27,INST001,205.8557,207.5382,205.3152,206.1167,1731837.0,EUR
2023-01-30,INST001,206.6367,211.3499,201.2149,206.272,4510326.0,EUR
2023-01-31,INST001,206.1764,209.1888,198.8694,204.6922,3115387.0,EUR
2023-02-01,INST001,201.1617,202.1672,196.903,200.6466,2533739.0,EUR
2023-02-02,INST001,199.1469,203.4067,192.3822,197.4911,918701.0,EUR
2023-02-03,INST001,192.3364,195.7996,192.5951,193.1229,4943200.0,EUR
2023-02-06,INST001,196.2336,197.9651,194.1599,197.6579,3854942.0,EUR
2023-02-07,INST001,202.748,204.2806,201.3752,201.5058,2496387.0,EUR
2023-02-08,INST001,202.2024,205.0608,200.9286,200.9576,1679156.0,EUR
2023-02-09,INST001,201.3766,200.7652,195.7766,199.5101,2809172.0,EUR
2023-02-10,INST001,198.0917,198.8797,193.2016,196.4282,4589142.0,EUR
2023-02-13,INST001,196.0048,197.0392,191.2434,195.9714,3192569.0,EUR
2023-02-14,INST001,196.5139,198.2335,191.3038,196.3753,851470.0,EUR
2023-02-15,INST001,191.95,194.9273,190.1116,192.4397,501768.0,EUR
2023-02-16,INST001,187.8112,191.3488,186.984,188.1624,734870.0,EUR
2023-02-17,INST001,187.9565,192.8163,188.348,189.5925,2889406.0,EUR
2023-02-20,INST001,193.1961,195.2616,189.1395,191.7997,1386020.0,EUR
2023-02-21,INST001,194.5114,199.8934,190.7261,195.1981,530433.0,EUR
2023-02-22,INST001,195.5693,196.7427,194.7119,195.6302,733807.0,EUR
2023-02-23,INST001,195.2535,198.9213,191.5398,194.9882,3119264.0,EUR
2023-02-24,INST001,190.2835,196.5473,190.427,190.8902,2610016.0,EUR
2023-02-27,INST001,185.9059,191.3582,184.0419,187.4948,1394254.0,EUR
2023-02-28,INST001,188.9781,192.3314,186.6231,189.3707,4118216.0,EUR
2023-03-01,INST001,185.8426,189.3446,182.8184,186.7496,950159.0,EUR
2023-03-02,INST001,188.0146,188.5597,182.8771,187.5307,3239480.0,EUR
2023-03-03,INST001,191.4474,195.3154,186.664,190.9797,1986906.0,EUR
2023-03-06,INST001,190.8866,194.8778,189.9961,191.4221,2541000.0,EUR
2023-03-07,INST001,188.2665,190.6515,185.2479,186.9686,1187357.0,EUR
2023-03-08,INST001,188.0776,189.6047,186.0743,189.5242,1854213.0,EUR
2023-03-09,INST001,185.7442,187.069,183.7102,185.4755,1264163.0,EUR
2023-03-10,INST001,185.4863,187.571,180.624,186.2009,4057429.0,EUR
2023-03-13,INST001,184.7066,185.729,178.444,183.1931,4257500.0,EUR
2023-03-14,INST001,185.8536,190.9803,185.7781,187.3604,3878198.0,EUR
2023-03-15,INST001,188.6742,188.8077,185.9695,187.6136,896175.0,EUR
2023-03-16,INST001,190.5316,191.3023,190.6964,190.9379,3559923.0,EUR
2023-03-17,INST001,186.7616,190.5627,183.3582,186.4648,1695576.0,EUR
2023-03-20,INST001,186.1648,189.9012,179.7939,184.5956,2003064.0,EUR
2023-03-21,INST001,185.2446,188.722,182.4544,185.8177,872554.0,EUR
2023-03-22,INST001,182.9582,183.1694,181.2914,182.955,2747396.0,EUR
2023-03-23,INST001,178.9018,181.1992,176.2016,180.1772,483028.0,EUR
2023-03-24,INST001,179.4091,182.9598,175.305,178.7058,3941515.0,EUR
2023-03-27,INST001,176.8003,175.5787,171.0857,175.5744,4945663.0,EUR
2023-03-28,INST001,180.255,180.2787,177.9393,179.045,572695.0,EUR
2023-03-29,INST001,177.2364,177.9057,173.4417,176.1756,3792088.0,EUR
2023-03-30,INST001,176.6156,177.9796,171.3868,176.6678,1137168.0,EUR
2023-03-31,INST001,174.5,180.1641,173.3662,175.7621,2609851.0,EUR
2023-04-03,INST001,175.887,177.8323,173.85,174.4449,752537.0,EUR
2023-04-04,INST001,176.198,177.7794,173.1036,177.3443,4622911.0,EUR
2023-04-05,INST001,176.0995,175.7816,171.324,174.4596,2796930.0,EUR
2023-04-06,INST001,177.8663,180.9258,175.0413,176.6832,196027.0,EUR
2023-04-07,INST001,176.9494,179.3396,173.8466,176.8065,4330566.0,EUR
2023-04-10,INST001,175.0536,179.9386,174.036,175.338,4147802.0,EUR
2023-04-11,INST001,174.4145,176.0845,170.2681,173.664,3528686.0,EUR
2023-04-12,INST001,177.6112,179.6669,170.9045,175.9252,1446780.0,EUR
2023-04-13,INST001,176.6511,178.4022,174.0001,177.2244,758672.0,EUR
2023-04-14,INST001,177.3681,179.2592,173.0266,176.0307,4340762.0,EUR
2023-04-17,INST001,174.2586,177.1692,174.4184,175.1725,391149.0,EUR
2023-04-18,INST001,178.6515,179.8059,172.5695,177.7579,2436242.0,EUR
2023-04-19,INST001,178.1412,183.3115,175.2736,179.5146,966609.0,EUR
2023-04-20,INST001,181.3675,185.3012,179.8079,181.5283,835477.0,EUR
2023-04-21,INST001,182.5703,184.4831,182.721,182.8924,2792956.0,EUR
2023-04-24,INST001,185.7232,185.414,179.0478,184.0119,2073058.0,EUR
2023-04-25,INST001,180.2361,181.1876,178.5909,180.0803,3964435.0,EUR
2023-04-26,INST001,185.2043,184.8776,183.5367,183.7588,3288512.0,EUR
2023-04-27,INST001,183.5103,183.115,178.2485,182.0733,3196968.0,EUR
